iter	Accuracy	MultiClass
5452	0.9082438657	0.2613262717
5453	0.9082613798	0.2613177534
5454	0.908331436	0.2612976966
5455	0.90834895	0.2612849369
5456	0.908331436	0.2612640408
5457	0.90834895	0.2612504669
5458	0.9082613798	0.2612377578
5459	0.9082263516	0.2612259372
5460	0.9081913235	0.2612166757
5461	0.9082088376	0.2612028198
5462	0.9082088376	0.2611722834
5463	0.9082438657	0.2611522843
5464	0.9083139219	0.2611318482
5465	0.9082964079	0.2611064173
5466	0.9083139219	0.2610829934
5467	0.908331436	0.2610518139
5468	0.9083839781	0.2610251435
5469	0.9083839781	0.2610025791
5470	0.9083664641	0.2609829488
5471	0.9084540344	0.2609695787
5472	0.9084190063	0.2609504599
5473	0.9084190063	0.2609295333
5474	0.9084014922	0.2608900055
5475	0.9084014922	0.2608770912
5476	0.9084014922	0.2608579698
5477	0.9083839781	0.2608392065
5478	0.9084014922	0.2608252179
5479	0.9083839781	0.2608114311
5480	0.9084365203	0.2607908311
5481	0.9084365203	0.2607777224
5482	0.9084365203	0.2607442333
5483	0.9084540344	0.2607327978
5484	0.9085240906	0.2607182399
5485	0.9084365203	0.2607020226
5486	0.9084715484	0.260683834
5487	0.9085065765	0.2606644444
5488	0.9085065765	0.2606327892
5489	0.9085240906	0.2606131754
5490	0.9085416046	0.2605870708
5491	0.9085766327	0.2605715875
5492	0.9086116609	0.2605466527
5493	0.9085766327	0.2605223546
5494	0.9085941468	0.260503562
5495	0.908646689	0.2604879305
5496	0.9086116609	0.2604784179
5497	0.908664203	0.2604602837
5498	0.9086817171	0.2604382288
5499	0.908664203	0.2604185624
5500	0.9086992311	0.2603950493
5501	0.908664203	0.2603729872
5502	0.908664203	0.2603593081
5503	0.9086992311	0.2603489349
5504	0.9087342592	0.2603210475
5505	0.9086992311	0.2603015675
5506	0.9087868014	0.2602736404
5507	0.9087868014	0.2602592693
5508	0.9088043155	0.2602538996
5509	0.9087868014	0.2602440647
5510	0.9088218295	0.2602289525
5511	0.9088568576	0.2602175776
5512	0.9088393436	0.2602089378
5513	0.9088743717	0.2601887994
5514	0.9088568576	0.2601819581
5515	0.9089093998	0.2601623019
5516	0.9089093998	0.2601512456
5517	0.9089093998	0.2601285639
5518	0.9089444279	0.2601160317
5519	0.9090319982	0.2600961176
5520	0.9089269138	0.260069728
5521	0.9088743717	0.2600540108
5522	0.908979456	0.2600244259
5523	0.9090144841	0.2600094706
5524	0.9090319982	0.2599953084
5525	0.908979456	0.2599876118
5526	0.9090319982	0.2599656902
5527	0.9090495122	0.2599536642
5528	0.9090670263	0.2599282802
5529	0.9090670263	0.2599080918
5530	0.9090495122	0.2598973058
5531	0.9090845403	0.259881722
5532	0.9090845403	0.259869893
5533	0.9090495122	0.2598565386
5534	0.9090845403	0.2598417797
5535	0.9091545966	0.2598285536
5536	0.9091195685	0.2598185453
5537	0.9091195685	0.2598072623
5538	0.9091896247	0.2597633735
5539	0.9092421668	0.2597425912
5540	0.9092771949	0.2597238869
5541	0.9092421668	0.2597032142
5542	0.9092421668	0.2596908689
5543	0.9092421668	0.2596787165
5544	0.9092596809	0.2596527134
5545	0.9092246528	0.2596413307
5546	0.9092246528	0.2596245811
5547	0.9092246528	0.2596044941
5548	0.9092071387	0.2595700943
5549	0.9092071387	0.2595526912
5550	0.9092071387	0.2595313525
5551	0.9092246528	0.2595215783
5552	0.9092421668	0.2595013414
5553	0.9092071387	0.2594778381
5554	0.9092596809	0.2594619084
5555	0.9092771949	0.2594504387
5556	0.9092771949	0.2594311484
5557	0.909294709	0.2594194294
5558	0.9092071387	0.259385086
5559	0.9092071387	0.2593723046
5560	0.9092071387	0.2593580787
5561	0.9092596809	0.2593293731
5562	0.9092771949	0.2593073973
5563	0.9092421668	0.259292935
5564	0.9092596809	0.2592722997
5565	0.909294709	0.2592524136
5566	0.9093122231	0.2592265223
5567	0.909294709	0.2592170014
5568	0.9093122231	0.2592042326
5569	0.909294709	0.2591831699
5570	0.9092421668	0.2591730143
5571	0.909294709	0.2591542606
5572	0.9092771949	0.2591446605
5573	0.9093822793	0.2591144963
5574	0.9093472512	0.259093879
5575	0.9093997933	0.2590752541
5576	0.9094173074	0.2590639691
5577	0.9094348214	0.2590521409
5578	0.9094173074	0.2590295671
5579	0.9094523355	0.2590116944
5580	0.9094523355	0.2590033522
5581	0.9094523355	0.2589860947
5582	0.9095048777	0.258969675
5583	0.9094698496	0.2589527962
5584	0.9094698496	0.2589397267
5585	0.9095399058	0.2589126776
5586	0.9094873636	0.2588938376
5587	0.9094523355	0.2588805173
5588	0.9094523355	0.258868351
5589	0.9094698496	0.2588526508
5590	0.9094873636	0.2588456991
5591	0.9094873636	0.2588374504
5592	0.9095048777	0.2588124636
5593	0.9094698496	0.2587957251
5594	0.9094173074	0.2587849544
5595	0.9094348214	0.2587754031
5596	0.9093997933	0.258752166
5597	0.9094348214	0.2587406213
5598	0.9095048777	0.2587241561
5599	0.9094698496	0.2587100049
5600	0.9094698496	0.2586965271
5601	0.9095223917	0.2586702298
5602	0.9095048777	0.2586570006
5603	0.9095048777	0.2586448867
5604	0.9095223917	0.258627342
5605	0.9095223917	0.2586076902
5606	0.9095223917	0.2585927625
5607	0.9095223917	0.2585820298
5608	0.9095223917	0.2585819605
5609	0.9095749339	0.2585680806
5610	0.9096449901	0.2585499954
5611	0.9096625042	0.2585424614
5612	0.909609962	0.2585206685
5613	0.909627476	0.258493472
5614	0.9097150463	0.2584830198
5615	0.9097325604	0.258470518
5616	0.9096975323	0.25846092
5617	0.9097325604	0.2584396396
5618	0.9096800182	0.2584290146
5619	0.9097150463	0.2584113965
5620	0.9097500744	0.2583997237
5621	0.9097500744	0.2583933281
5622	0.9097675885	0.2583751283
5623	0.9097500744	0.2583667832
5624	0.9096975323	0.2583426473
5625	0.9096800182	0.2583278691
5626	0.9097150463	0.2583163508
5627	0.9097325604	0.2583052677
5628	0.9097325604	0.258284496
5629	0.9096975323	0.2582644725
5630	0.9096800182	0.258245158
5631	0.9097675885	0.2582322179
5632	0.9098376447	0.2582070868
5633	0.9098376447	0.2581863531
5634	0.9098551588	0.2581747101
5635	0.9098201307	0.2581650217
5636	0.9098201307	0.2581472883
5637	0.9098901869	0.2581262673
5638	0.9099077009	0.2581136122
5639	0.9099077009	0.2580894414
5640	0.9098376447	0.2580674381
5641	0.9098551588	0.2580454548
5642	0.9098551588	0.2580350787
5643	0.9098726728	0.2580208348
5644	0.9099077009	0.2579898658
5645	0.909925215	0.257975375
5646	0.9099077009	0.2579603861
5647	0.9099777572	0.2579364913
5648	0.9099777572	0.2579106109
5649	0.9099602431	0.2578872192
5650	0.9099602431	0.2578580409
5651	0.9099952712	0.2578465532
5652	0.9099952712	0.2578364792
5653	0.909942729	0.2578229284
5654	0.9100127853	0.2578069135
5655	0.9100127853	0.2577886145
5656	0.9100653274	0.2577730327
5657	0.9100302993	0.2577597109
5658	0.9100127853	0.2577465344
5659	0.9100478134	0.2577276386
5660	0.9100478134	0.2577027601
5661	0.9100478134	0.2576840104
5662	0.9100478134	0.2576714521
5663	0.9100478134	0.2576617891
5664	0.9100127853	0.257636482
5665	0.9099952712	0.2576308705
5666	0.9099952712	0.2576134082
5667	0.9100302993	0.2575952834
5668	0.9100828415	0.2575643525
5669	0.9100302993	0.2575467851
5670	0.9099777572	0.2575357942
5671	0.9100127853	0.2575287178
5672	0.9101353836	0.2575141734
5673	0.9101178696	0.2575032776
5674	0.9101353836	0.2574977249
5675	0.9101003555	0.2574879449
5676	0.9100828415	0.2574726347
5677	0.9101003555	0.2574651307
5678	0.9101879258	0.2574535477
5679	0.9101528977	0.257437763
5680	0.9101178696	0.2574318108
5681	0.9101178696	0.257419836
5682	0.9101353836	0.2574100083
5683	0.9101353836	0.2573947161
5684	0.9101879258	0.2573786423
5685	0.9101003555	0.2573569473
5686	0.9101879258	0.2573368479
5687	0.9102229539	0.2573172808
5688	0.910240468	0.2573020443
5689	0.910240468	0.2572822024
5690	0.9102930101	0.2572721826
5691	0.9103105242	0.2572457024
5692	0.9102054399	0.2572276582
5693	0.9103105242	0.2572083189
5694	0.9103105242	0.257188199
5695	0.9103280383	0.257175221
5696	0.9103280383	0.2571666807
5697	0.9102930101	0.2571534336
5698	0.9103105242	0.2571444372
5699	0.9102754961	0.2571260563
5700	0.9103280383	0.2571102403
5701	0.9103455523	0.2570967836
5702	0.9103805804	0.2570770082
5703	0.9103455523	0.2570704303
5704	0.9104156085	0.2570515845
5705	0.9103980945	0.2570300341
5706	0.9103980945	0.2570074265
5707	0.9104156085	0.2569852873
5708	0.9103455523	0.2569729544
5709	0.9103980945	0.2569629905
5710	0.9104156085	0.2569500683
5711	0.9104156085	0.2569296972
5712	0.9103980945	0.2569186889
5713	0.9103980945	0.2569048154
5714	0.9103980945	0.2568918606
5715	0.9104156085	0.2568646685
5716	0.9104156085	0.2568498943
5717	0.9104681507	0.2568214813
5718	0.9104506366	0.2568122998
5719	0.9104506366	0.2568024384
5720	0.9104856647	0.256786105
5721	0.9104331226	0.2567744601
5722	0.9103805804	0.2567580037
5723	0.9103455523	0.2567389079
5724	0.9102930101	0.2567275629
5725	0.9103805804	0.2567116468
5726	0.9103980945	0.2566950877
5727	0.9104331226	0.2566659486
5728	0.9104331226	0.2566533689
5729	0.9103980945	0.2566397556
5730	0.9104156085	0.2566279754
5731	0.9104506366	0.2566180904
5732	0.9105031788	0.2566040332
5733	0.9105206929	0.256585984
5734	0.9105031788	0.2565670369
5735	0.9104856647	0.2565559887
5736	0.9105206929	0.2565336653
5737	0.9105031788	0.256526144
5738	0.9104681507	0.2565131124
5739	0.9105382069	0.2564870534
5740	0.9105382069	0.25645904
5741	0.9105206929	0.256440806
5742	0.9104856647	0.256425732
5743	0.9104681507	0.2564107946
5744	0.9104506366	0.2563976651
5745	0.9105206929	0.256374182
5746	0.9104856647	0.2563585238
5747	0.9105031788	0.2563446273
5748	0.9105382069	0.2563332275
5749	0.910555721	0.2563196782
5750	0.910555721	0.2563020872
5751	0.9105907491	0.2562858853
5752	0.910573235	0.2562652572
5753	0.9105382069	0.2562600756
5754	0.9105907491	0.2562429294
5755	0.910573235	0.2562253928
5756	0.9105907491	0.2562142037
5757	0.9105907491	0.2562085457
5758	0.9106082631	0.2561827143
5759	0.9105907491	0.2561589371
5760	0.910573235	0.2561469997
5761	0.910555721	0.2561372633
5762	0.910555721	0.2561249532
5763	0.9105206929	0.2561126554
5764	0.910555721	0.2560960957
5765	0.9105382069	0.2560749957
5766	0.910573235	0.2560641539
5767	0.9105907491	0.2560549743
5768	0.9106257772	0.2560446792
5769	0.9106608053	0.2560328339
5770	0.9106783194	0.2560250929
5771	0.9107133475	0.2560126418
5772	0.9107133475	0.2560007911
5773	0.9106958334	0.2559827513
5774	0.9106958334	0.2559628116
5775	0.9107133475	0.2559526139
5776	0.9106958334	0.2559364439
5777	0.9106958334	0.2559285882
5778	0.9107133475	0.2559188402
5779	0.9106958334	0.2559036962
5780	0.9106783194	0.255888473
5781	0.9106608053	0.2558692593
5782	0.9106257772	0.2558561084
5783	0.9106257772	0.2558381727
5784	0.9106257772	0.2558155042
5785	0.9106432912	0.2557968922
5786	0.9106257772	0.2557768593
5787	0.9106432912	0.2557568999
5788	0.9106082631	0.2557488263
5789	0.9105907491	0.2557349928
5790	0.9106082631	0.2557273179
5791	0.9106432912	0.255714936
5792	0.9106608053	0.2556951802
5793	0.9106958334	0.2556839567
5794	0.9106958334	0.2556741621
5795	0.9106432912	0.2556650628
5796	0.9106783194	0.255647442
5797	0.9107133475	0.2556332823
5798	0.9106783194	0.2556171858
5799	0.9107483756	0.2556027161
5800	0.9106608053	0.2555821595
5801	0.9106432912	0.2555581829
5802	0.9106958334	0.2555439691
5803	0.9107658896	0.2555186002
5804	0.9107658896	0.2555092208
5805	0.9107658896	0.2554764225
5806	0.9107834037	0.2554590675
5807	0.9107658896	0.2554301379
5808	0.9107658896	0.2554194792
5809	0.9107834037	0.2554021301
5810	0.9108009177	0.2553917495
5811	0.9108184318	0.255374813
5812	0.9108184318	0.2553623861
5813	0.9108534599	0.2553471517
5814	0.9109235161	0.2553257139
5815	0.9109760583	0.2553087963
5816	0.9109585442	0.2552980102
5817	0.9109935723	0.255275707
5818	0.9109760583	0.2552641572
5819	0.9109760583	0.2552533474
5820	0.9109935723	0.2552428526
5821	0.9109760583	0.2552155088
5822	0.9109585442	0.2551974836
5823	0.9109585442	0.2551801409
5824	0.9109060021	0.2551581449
5825	0.9109235161	0.2551247048
5826	0.9109235161	0.2551150913
5827	0.910870974	0.2550915191
5828	0.910870974	0.2550807413
5829	0.910870974	0.2550716572
5830	0.910888488	0.2550594741
5831	0.910870974	0.2550426392
5832	0.9109060021	0.2550308335
5833	0.910888488	0.2550187593
5834	0.910888488	0.2550104876
5835	0.910888488	0.2550031619
5836	0.910888488	0.2549894233
5837	0.910870974	0.2549706214
5838	0.910888488	0.2549551663
5839	0.910870974	0.2549338478
5840	0.910888488	0.2549238926
5841	0.9109060021	0.254911254
5842	0.9109410302	0.2548954003
5843	0.9109760583	0.2548772142
5844	0.9109935723	0.2548698041
5845	0.9109935723	0.2548306853
5846	0.9110110864	0.2548248582
5847	0.9109935723	0.2548053034
5848	0.9109585442	0.2547985942
5849	0.9109585442	0.2547774603
5850	0.9109760583	0.2547698443
5851	0.9109935723	0.2547497998
5852	0.9110110864	0.2547318608
5853	0.9110461145	0.2547113381
5854	0.9110811426	0.2546888672
5855	0.9110636286	0.2546747942
5856	0.9110986567	0.2546585976
5857	0.9110461145	0.2546442205
5858	0.9110461145	0.2546346852
5859	0.9110986567	0.2546104552
5860	0.9110986567	0.2545976869
5861	0.9111511988	0.2545840385
5862	0.9111336848	0.2545705449
5863	0.9111336848	0.2545523699
5864	0.9111511988	0.2545434918
5865	0.9111511988	0.2545335926
5866	0.911203741	0.2545232918
5867	0.9112212551	0.254502555
5868	0.9112387691	0.2544879879
5869	0.9112387691	0.2544636208
5870	0.9112212551	0.2544466241
5871	0.9112212551	0.2544415562
5872	0.9112212551	0.2544268988
5873	0.9112212551	0.2543991533
5874	0.9112212551	0.2543839977
5875	0.9111862269	0.2543601623
5876	0.911203741	0.2543490434
5877	0.9112212551	0.2543392591
5878	0.9112387691	0.2543121185
5879	0.9112562832	0.2542909396
5880	0.9112562832	0.2542667908
5881	0.9112562832	0.2542508748
5882	0.911203741	0.2542315254
5883	0.911203741	0.2542155677
5884	0.9112212551	0.2541924736
5885	0.911203741	0.2541755305
5886	0.9112562832	0.2541611076
5887	0.9113088253	0.2541472837
5888	0.9113263394	0.2541374533
5889	0.9112737972	0.2541191001
5890	0.9113088253	0.254103929
5891	0.9113263394	0.2540826754
5892	0.9113263394	0.2540743653
5893	0.9113438534	0.254062309
5894	0.9113263394	0.2540506696
5895	0.9113263394	0.2540321497
5896	0.9113263394	0.2540273282
5897	0.9114314237	0.254011096
5898	0.9113963956	0.2540016938
5899	0.9113788816	0.253988751
5900	0.9113963956	0.2539778632
5901	0.9113788816	0.2539731428
5902	0.9113613675	0.2539617388
5903	0.9113963956	0.2539404361
5904	0.9114664518	0.2539265443
5905	0.9114489378	0.2539125627
5906	0.9114664518	0.2539014619
5907	0.9115014799	0.2538892229
5908	0.9114489378	0.2538705379
5909	0.9114839659	0.2538494729
5910	0.9114489378	0.2538315049
5911	0.9114139097	0.2538182953
5912	0.9113788816	0.2538012716
5913	0.9114489378	0.2537774851
5914	0.9114314237	0.2537677887
5915	0.9114314237	0.2537544035
5916	0.9114314237	0.2537472361
5917	0.9114664518	0.2537359264
5918	0.9114664518	0.2537217984
5919	0.9114489378	0.2537053055
5920	0.9114489378	0.2536936572
5921	0.9114489378	0.2536827238
5922	0.9115014799	0.2536704891
5923	0.911518994	0.2536653981
5924	0.9114839659	0.2536355853
5925	0.9115715362	0.2536283367
5926	0.9116415924	0.2536082102
5927	0.9116591064	0.2535870866
5928	0.9116766205	0.2535640256
5929	0.9116591064	0.2535481274
5930	0.9116591064	0.2535338898
5931	0.9115890502	0.2535205809
5932	0.9115890502	0.2535076149
5933	0.9116240783	0.2534973694
5934	0.9116065643	0.2534773956
5935	0.9115715362	0.2534647641
5936	0.9116240783	0.2534414649
5937	0.9116415924	0.2534303917
5938	0.9116415924	0.2534171499
5939	0.9116415924	0.2534134222
5940	0.9116766205	0.2534015699
5941	0.9116941345	0.25339097
5942	0.9117466767	0.2533740024
5943	0.9116941345	0.2533570102
5944	0.9117291627	0.2533354761
5945	0.9117291627	0.2533275779
5946	0.9117116486	0.253302993
5947	0.9117116486	0.2532910062
5948	0.9117116486	0.2532733877
5949	0.9117116486	0.2532600806
5950	0.9116941345	0.2532456934
5951	0.9117291627	0.253223706
5952	0.9117641908	0.2532018146
5953	0.9117641908	0.253176109
5954	0.9118167329	0.2531566276
5955	0.9118692751	0.2531413385
5956	0.911851761	0.2531317116
5957	0.911834247	0.2531165862
5958	0.911851761	0.2531044933
5959	0.9117817048	0.2530712674
5960	0.9117992189	0.2530618774
5961	0.9117817048	0.2530464573
5962	0.9118167329	0.2530367484
5963	0.9117992189	0.2530207317
5964	0.9118167329	0.2530095344
5965	0.911834247	0.2530009163
5966	0.9117992189	0.2529756398
5967	0.9117466767	0.2529572446
5968	0.9117291627	0.2529495558
5969	0.9117291627	0.2529265483
5970	0.9117291627	0.2529109655
5971	0.9117641908	0.2528969569
5972	0.9117466767	0.2528833266
5973	0.9117641908	0.2528679133
5974	0.9118167329	0.2528407932
5975	0.9117466767	0.2528218895
5976	0.9117466767	0.2528135525
5977	0.9117641908	0.2527881297
5978	0.9118167329	0.2527643838
5979	0.9117992189	0.2527466114
5980	0.9117817048	0.252732718
5981	0.9117641908	0.2527241147
5982	0.911834247	0.252700945
5983	0.9117992189	0.2526906746
5984	0.9118167329	0.2526700653
5985	0.9117992189	0.2526621216
5986	0.9118167329	0.2526485904
5987	0.9117992189	0.2526401045
5988	0.9117992189	0.2526046224
5989	0.9117641908	0.2525897387
5990	0.9118167329	0.252565075
5991	0.9118167329	0.2525536622
5992	0.911834247	0.2525484712
5993	0.9117992189	0.2525385575
5994	0.9118167329	0.252515754
5995	0.9117641908	0.2524990348
5996	0.9117992189	0.252487807
5997	0.911851761	0.2524653311
5998	0.9118692751	0.2524440856
5999	0.9118692751	0.2524318014
6000	0.911851761	0.2524246568
6001	0.911834247	0.2524061619
6002	0.911834247	0.2523924617
6003	0.9119218173	0.2523705463
6004	0.9119568454	0.2523499897
6005	0.9119743594	0.252339409
6006	0.9119743594	0.2523252533
6007	0.9119393313	0.2523149943
6008	0.9119743594	0.252304288
6009	0.9119743594	0.2522900614
6010	0.9119743594	0.2522778384
6011	0.9119393313	0.2522636902
6012	0.9119393313	0.2522491333
6013	0.9120093875	0.2522389231
6014	0.9120269016	0.2522288324
6015	0.9120269016	0.2522216008
6016	0.9120093875	0.2522075419
6017	0.9120093875	0.252187277
6018	0.9119918735	0.2521726461
6019	0.9119743594	0.2521602524
6020	0.9119743594	0.2521497772
6021	0.9120444156	0.2521342376
6022	0.9120093875	0.2521198839
6023	0.9120093875	0.2521075057
6024	0.9120444156	0.2520979311
6025	0.9120269016	0.2520802513
6026	0.9120794438	0.2520653736
6027	0.9120269016	0.2520558044
6028	0.9120969578	0.2520387972
6029	0.9121144719	0.2520281435
6030	0.9120794438	0.2520188427
6031	0.9120619297	0.2520044394
6032	0.9120969578	0.2519849889
6033	0.9120444156	0.2519676912
6034	0.9120444156	0.251960457
6035	0.9120269016	0.2519455914
6036	0.9119918735	0.2519291225
6037	0.9120444156	0.2519192731
6038	0.9120619297	0.2518996221
6039	0.9120794438	0.2518848443
6040	0.9120619297	0.251879793
6041	0.9120619297	0.2518688646
6042	0.9121144719	0.2518494912
6043	0.9121495	0.2518403326
6044	0.9121319859	0.2518264502
6045	0.9121495	0.2518041205
6046	0.912167014	0.2517899074
6047	0.9121495	0.2517782226
6048	0.9121319859	0.2517685518
6049	0.912167014	0.2517451888
6050	0.9121845281	0.2517332995
6051	0.9121845281	0.2517256704
6052	0.912167014	0.2516968999
6053	0.9121845281	0.2516842507
6054	0.9121495	0.2516700154
6055	0.9121845281	0.2516497044
6056	0.9122370702	0.2516322367
6057	0.9121845281	0.2516202722
6058	0.9121495	0.2516075984
6059	0.9122020421	0.2515975621
6060	0.9122195562	0.2515882459
6061	0.9122896124	0.2515695596
6062	0.9122545843	0.2515602402
6063	0.9122370702	0.2515390873
6064	0.9122195562	0.2515292096
6065	0.9122020421	0.2515093557
6066	0.9122195562	0.2514889647
6067	0.9122020421	0.2514814464
6068	0.9122720984	0.2514592873
6069	0.9123071265	0.2514407627
6070	0.9123071265	0.2514319685
6071	0.9122720984	0.2514196715
6072	0.9122720984	0.2514007702
6073	0.9122370702	0.2513902238
6074	0.9122545843	0.2513797059
6075	0.9122545843	0.251369152
6076	0.9122545843	0.2513611107
6077	0.9122545843	0.2513464671
6078	0.9122195562	0.2513295708
6079	0.9122545843	0.2513217902
6080	0.9122545843	0.2513116434
6081	0.9122545843	0.2512976769
6082	0.9123421546	0.2512817619
6083	0.9123421546	0.2512591293
6084	0.9123421546	0.2512515654
6085	0.9123421546	0.2512438321
6086	0.9123946967	0.2512271999
6087	0.9124122108	0.251207928
6088	0.9124122108	0.2511959435
6089	0.9124297249	0.2511875993
6090	0.9124122108	0.2511710322
6091	0.9124122108	0.2511608585
6092	0.9124122108	0.2511464104
6093	0.9123771827	0.2511270245
6094	0.9124122108	0.251115179
6095	0.9123421546	0.2511016988
6096	0.9123771827	0.2510846811
6097	0.9123771827	0.2510770992
6098	0.9123771827	0.2510501451
6099	0.9123771827	0.2510388888
6100	0.9123596686	0.2510318695
6101	0.9123946967	0.2510237934
6102	0.9123771827	0.2510132135
6103	0.9123946967	0.2510035825
6104	0.9124297249	0.250967539
6105	0.912482267	0.2509536924
6106	0.9125172951	0.2509364489
6107	0.9125348092	0.2509231607
6108	0.9125348092	0.2509039338
6109	0.9125348092	0.2508944133
6110	0.9125172951	0.2508837787
6111	0.9125523232	0.250872654
6112	0.9125698373	0.2508649021
6113	0.9126048654	0.2508551227
6114	0.9126223795	0.2508301474
6115	0.9126048654	0.2508219484
6116	0.9125873513	0.2508013256
6117	0.9124997811	0.2507933572
6118	0.9125348092	0.2507868528
6119	0.9125523232	0.2507594626
6120	0.9125523232	0.2507434979
6121	0.9125873513	0.2507185158
6122	0.9126924357	0.2506898749
6123	0.9126398935	0.2506720718
6124	0.9125873513	0.2506437007
6125	0.9126223795	0.2506280284
6126	0.9126223795	0.2506092554
6127	0.9126749216	0.250594829
6128	0.9126749216	0.2505789462
6129	0.9126924357	0.2505562499
6130	0.9126924357	0.250528561
6131	0.9126924357	0.2505201367
6132	0.9126749216	0.2504897162
6133	0.9126223795	0.2504760597
6134	0.9126048654	0.2504613062
6135	0.9126223795	0.2504500552
6136	0.9126048654	0.2504345911
6137	0.9126223795	0.2504141213
6138	0.9126223795	0.2504018116
6139	0.9126398935	0.250389631
6140	0.9126574076	0.250379437
6141	0.9126924357	0.2503612905
6142	0.9127099497	0.2503497248
6143	0.9127274638	0.2503223481
6144	0.9127449778	0.2503058314
6145	0.9126924357	0.250295591
6146	0.9126924357	0.2502784928
6147	0.9126924357	0.250264447
6148	0.9127099497	0.2502584645
6149	0.9126749216	0.2502467268
6150	0.9127099497	0.2502332305
6151	0.9127099497	0.2502138255
6152	0.9127099497	0.2502050601
6153	0.9127449778	0.2501944503
6154	0.9127624919	0.2501832192
6155	0.9128325481	0.2501658311
6156	0.9128500622	0.2501360116
6157	0.9127624919	0.2501167648
6158	0.9127624919	0.2500975517
6159	0.9128150341	0.250078411
6160	0.9128500622	0.2500692001
6161	0.9128325481	0.2500558569
6162	0.9128325481	0.2500430815
6163	0.9128150341	0.2500267823
6164	0.9128325481	0.2500150697
6165	0.9128675762	0.2500077915
6166	0.9128325481	0.2499810273
6167	0.9128150341	0.2499693935
6168	0.9128325481	0.2499551132
6169	0.9128325481	0.2499476792
6170	0.9128675762	0.2499380593
6171	0.9128675762	0.2499318883
6172	0.9128850903	0.2499136636
6173	0.9129026043	0.2498809162
6174	0.9128500622	0.2498672711
6175	0.9128675762	0.2498596722
6176	0.9129726606	0.2498495564
6177	0.9129376325	0.2498296158
6178	0.9129201184	0.2498146999
6179	0.9129201184	0.2497885477
6180	0.9129551465	0.2497634564
6181	0.9129026043	0.2497478387
6182	0.9129201184	0.2497373755
6183	0.9129201184	0.2497228726
6184	0.9129726606	0.2497007316
6185	0.9130076887	0.2496826204
6186	0.9130602308	0.249665945
6187	0.9131302871	0.2496468924
6188	0.9131302871	0.2496387067
6189	0.9131302871	0.2496234049
6190	0.913112773	0.2496114526
6191	0.9130777449	0.2496009062
6192	0.9131478011	0.2495908879
6193	0.9131653152	0.2495823756
6194	0.9131478011	0.2495702864
6195	0.9131653152	0.2495626389
6196	0.9132178573	0.2495436995
6197	0.9132003433	0.2495211412
6198	0.9132178573	0.2495036891
6199	0.9132528854	0.2494855335
6200	0.9132879136	0.2494599945
6201	0.9132528854	0.2494551148
6202	0.9133054276	0.2494418962
6203	0.9133054276	0.2494286791
6204	0.9133404557	0.2494153385
6205	0.9133229417	0.2494023493
6206	0.9132703995	0.2493783456
6207	0.9132703995	0.2493694275
6208	0.9132879136	0.2493561358
6209	0.9132879136	0.2493430812
6210	0.9132703995	0.2493247812
6211	0.9132879136	0.2493129937
6212	0.9133579698	0.2492956386
6213	0.9133404557	0.249291748
6214	0.9133579698	0.2492670876
6215	0.9133579698	0.2492496737
6216	0.9134105119	0.2492265673
6217	0.913428026	0.2492121299
6218	0.9134105119	0.2491977449
6219	0.9134105119	0.2491807623
6220	0.9134105119	0.249171513
6221	0.9134105119	0.249159547
6222	0.91344554	0.2491504089
6223	0.913428026	0.2491334381
6224	0.9134630541	0.2491234827
6225	0.91344554	0.2491103479
6226	0.9134805682	0.2490941363
6227	0.9135155963	0.2490778435
6228	0.9135155963	0.2490677161
6229	0.9135155963	0.2490562477
6230	0.9134805682	0.2490365898
6231	0.91344554	0.2490151643
6232	0.9134805682	0.2490009372
6233	0.91344554	0.2489900934
6234	0.9134630541	0.2489730849
6235	0.9135331103	0.2489564188
6236	0.9135331103	0.2489428149
6237	0.9134980822	0.2489139894
6238	0.9135331103	0.2488962692
6239	0.9135155963	0.2488826518
6240	0.9135331103	0.2488695879
6241	0.9135506244	0.2488517183
6242	0.9135681384	0.2488345043
6243	0.9135681384	0.2488253677
6244	0.9135331103	0.2488184746
6245	0.9135155963	0.2487965826
6246	0.9135331103	0.2487873171
6247	0.9135506244	0.2487667641
6248	0.9135155963	0.2487578939
6249	0.9134980822	0.2487440414
6250	0.9135331103	0.2487293668
6251	0.9135155963	0.248709741
6252	0.9135681384	0.2486957458
6253	0.9136031665	0.2486709222
6254	0.9135856525	0.2486587502
6255	0.9135506244	0.2486461541
6256	0.9135331103	0.2486230543
6257	0.9135331103	0.248606786
6258	0.9135506244	0.2485971473
6259	0.9135681384	0.2485875438
6260	0.9136206806	0.2485687545
6261	0.9136206806	0.24855907
6262	0.9136206806	0.2485499799
6263	0.9136031665	0.2485404332
6264	0.9136206806	0.2485127756
6265	0.9136206806	0.2484900835
6266	0.9136206806	0.2484782472
6267	0.9135856525	0.2484555211
6268	0.9135856525	0.2484420832
6269	0.9136206806	0.2484267456
6270	0.9136732228	0.2484166391
6271	0.9136557087	0.2484001389
6272	0.9136732228	0.2483800208
6273	0.9137082509	0.2483698988
6274	0.913743279	0.2483646824
6275	0.9136732228	0.2483412903
6276	0.9136907368	0.248322096
6277	0.9136907368	0.2483067996
6278	0.9137082509	0.2482948356
6279	0.9137082509	0.2482849964
6280	0.9137082509	0.2482682717
6281	0.9136907368	0.2482543669
6282	0.9136732228	0.2482410924
